301,100
1.2169,6.2672,0.0758876,0.302207,0.353433,1.65163,4.21519,0.820187,2.08306,0.337433,1.18349,0.945317,0.00607958,1.13148,3.55901,3.09508,2.4024,1.63071,2.32177,0.610729,5.21293,0.555257,2.86141,0.42356,4.86491,3.49687,1.78932,0.0985129,0.648147,0.192008,0.51683,0.239609,6.04251,0.186414,5.56759,0.655115,4.61963,5.447,0.957809,1.40939,0.631234,2.59914,2.26233,0.278034,0.592766,0.590263,4.53329,1.05009,0.471624,1.54779,0.161849,0.409928,0.0282254,0.4763,1.78096,3.2668,0.0319085,6.0268,7.61349,5.77152,1.61141,0.153995,1.36962,0.229733,5.13767,2.93568,1.10213,0.855881,0.158187,0.868717,5.78971,0.305444,1.47684,0.131494,1.77309,3.21497,0.826875,0.759772,1.54537,1.34467,5.10271,0.508488,3.18837,1.3282,0.536212,0.575646,1.55829,2.25573,7.12069,0.124042,0.134568,0.681685,0.884524,2.28227,0.122843,12.713,0.897925,1.21988,0.236908,1.70208,
1.02119,5.64672,0.101276,0.395592,0.441059,1.87584,3.66528,0.59352,1.63542,0.784821,1.08458,0.854039,0.00469526,1.47654,3.92998,2.53529,2.69587,1.30141,1.40911,0.992026,4.75203,0.568623,3.91753,0.49544,4.70765,3.39109,0.871461,1.30716,0.788038,0.238241,0.564425,0.442316,5.60013,0.238086,5.05694,0.686214,4.16681,4.18273,0.882125,1.30863,0.687431,2.16835,2.20412,0.0358478,0.759426,0.301824,3.48768,1.42305,0.167965,0.61341,0.647766,0.170108,0.0266139,1.08613,1.41898,2.31296,0.215307,5.24964,7.0606,4.63901,1.84416,0.433772,1.61029,0.409432,3.69223,2.81337,0.688162,1.38038,0.313384,1.56262,6.70435,0.644964,0.751553,0.638047,1.60791,3.27912,0.615059,1.15658,1.21946,0.93383,4.83828,0.0506714,2.11649,1.43643,0.760031,0.652786,1.48003,2.31532,6.65195,0.123414,0.168377,0.770582,0.629202,2.10821,0.299701,10.6963,1.06738,1.20056,0.124212,2.5002,
0.864905,5.45942,0.408269,0.339947,0.441935,3.04121,2.17328,0.345122,2.27164,1.19197,1.1679,0.990854,0.172271,1.29426,4.21645,1.87054,1.88649,1.15966,0.887615,1.24815,4.47265,0.45381,2.76406,0.41025,3.78834,4.02296,0.939065,1.36783,0.890643,1.172,0.549694,0.160806,4.77559,0.22863,5.24026,0.835227,4.15034,4.28574,0.198425,1.21071,1.43591,2.08252,2.12605,0.0418828,0.442139,0.202282,2.98119,1.66434,0.249772,0.146932,1.35264,0.634478,0.146159,1.47314,1.37213,2.07424,0.559201,4.55132,4.88041,5.6829,1.21282,0.406432,1.46991,0.392028,4.3437,3.483,1.68153,2.21824,1.53074,1.41629,8.86104,0.6313,1.00549,0.444589,1.40419,3.29512,0.56806,1.87571,1.28008,1.46679,4.76061,0.0302278,1.91892,1.11908,0.976948,1.04227,1.15581,4.20603,5.69209,0.168454,0.265355,1.54813,0.392256,2.86275,1.89982,11.021,0.540187,0.50028,0.0805448,1.78805,
0.982813,5.62364,0.548595,0.0488377,0.684812,3.77484,1.55958,0.502963,2.40188,1.74151,1.41217,1.19369,0.0685134,1.68062,4.49303,2.01364,1.40663,1.052,0.932009,2.87895,3.59788,0.122979,2.49192,0.51609,4.88425,3.55837,1.99959,2.65838,2.01826,1.57032,0.409379,0.202089,4.25617,0.0568791,5.56233,1.22791,4.5821,4.64502,0.0823294,1.23108,1.22286,2.09536,1.79863,0.155457,0.658007,0.12139,2.90749,0.912744,0.0363485,0.112243,1.37128,0.914471,2.03352,2.09865,1.0456,2.29765,0.573699,3.79516,4.61878,5.28818,0.898349,0.542389,0.700594,0.152623,4.25158,3.62741,0.417048,2.38168,0.651789,1.6848,8.83472,0.0863619,0.730286,0.355635,1.13628,3.3825,1.52745,0.426214,1.6898,0.480194,6.24408,0.0391573,1.81946,1.65757,0.7727,2.62264,1.20641,1.07357,3.89135,0.189163,0.687627,1.33006,0.351165,1.30109,1.92635,10.2984,0.36882,0.440536,0.991902,0.317768,
0.481374,5.92155,0.43939,0.982232,1.39673,3.45766,1.25189,1.11827,2.23878,1.36319,4.20356,2.03196,0.588341,1.3646,3.50418,1.09078,1.05395,0.499978,0.27956,2.14109,3.01746,0.0425068,2.29675,0.692073,4.94494,4.28973,1.07317,3.20606,2.10065,2.921,0.45342,0.265979,3.21875,0.122797,6.21334,1.39786,4.56042,5.13884,0.387362,2.12365,2.11311,2.07147,3.07576,0.317811,0.271583,0.327157,2.0225,0.702196,0.0157496,0.473313,1.05506,0.726149,1.56271,1.95688,1.06394,3.52724,0.223294,3.75345,4.36084,3.93484,0.993149,0.487301,4.00602,0.208137,3.14649,2.84,0.514664,1.38489,1.82339,2.7883,9.63053,0.0697062,1.30494,0.353404,1.17425,3.3182,1.65803,0.252966,1.87627,0.062628,2.12906,0.738695,1.35861,1.51451,1.32023,1.32271,0.713913,2.36543,3.476,0.553889,1.36264,0.953111,0.220793,0.918147,2.32234,10.3342,0.38453,0.27314,0.537655,0.193179,
0.943965,4.37507,1.10663,0.302027,0.170848,3.73222,0.445378,0.212428,1.57236,1.14368,5.46345,2.13964,0.542601,1.42737,2.79753,0.666754,0.926038,0.623309,0.0155597,1.79718,3.48765,0.0226104,2.31819,0.71127,3.91773,2.55769,0.43357,1.19638,4.30369,1.65861,1.09707,0.310532,2.08636,0.330026,6.22902,0.625389,4.55687,2.6944,0.0763282,1.09979,1.99033,1.6996,2.66211,0.996867,0.213541,0.107254,0.97828,0.495369,0.581225,0.284504,0.998395,0.362481,1.20389,0.237997,0.720185,3.84244,0.81109,3.61453,3.2641,5.12605,1.59045,1.05991,0.958323,0.49435,1.87147,1.12066,0.579857,0.519051,1.04396,3.43659,7.17893,0.856746,1.38104,0.0166628,0.886717,3.26979,0.766872,0.808447,1.28123,0.0611568,4.367,0.104194,1.1797,1.54211,1.0615,0.322789,1.54638,2.75141,2.66601,1.58991,0.494655,1.45338,0.220338,0.0878534,1.59439,9.43658,0.148675,0.223531,0.671679,0.236366,
0.581095,4.55055,0.635066,0.00498584,0.500481,4.56874,0.638505,1.10725,0.91992,1.23647,5.28237,3.70609,0.940335,1.53946,2.87374,0.65105,0.62358,2.50157,0.0549891,0.521659,3.74994,1.30606,1.08903,1.98234,4.70738,3.0572,0.797972,0.219322,4.19873,1.90534,1.24125,0.386618,0.983651,0.279433,4.50779,0.91247,3.47572,0.833855,0.160691,0.974416,1.42646,4.22195,1.52939,0.387083,0.0503457,0.553564,0.775583,0.794989,2.54697,0.315507,0.912153,0.832469,1.34121,0.480549,0.955137,1.80592,0.669881,1.76768,3.01669,7.62847,2.1458,1.03451,0.953048,0.523158,1.77557,0.326477,0.744652,0.319414,2.04922,3.97916,6.86814,0.0956719,1.02513,0.594509,0.88586,3.06699,0.886311,1.40486,0.960038,0.106775,4.05431,0.333996,1.01513,2.23547,1.08359,0.312756,1.27444,3.18808,1.76987,0.827227,0.956646,0.126515,0.302172,0.151161,0.187539,6.36293,0.289846,1.3171,1.06181,0.0221871,
0.33477,3.74484,0.407617,0.713516,0.360457,1.30336,0.703554,1.06954,0.692492,1.33113,5.52135,3.7783,2.61124,1.42573,2.3293,0.741945,0.584505,2.0959,0.903367,0.0448026,2.21255,0.221839,1.17842,1.56998,3.78965,2.05129,0.541699,1.0955,3.43659,2.24493,1.23292,0.95045,0.0997224,0.158969,3.93705,6.26545,3.12102,2.34256,0.0826349,1.19652,1.82352,2.95664,3.31349,0.343536,0.0109197,0.468063,0.489243,0.452126,2.24393,0.364154,1.75795,2.01377,1.26225,0.0369494,0.197086,1.72527,1.01222,0.926999,3.20394,8.94756,3.02825,0.64516,0.372009,0.190899,0.481987,2.02227,0.859927,0.593681,1.12244,6.02363,10.7442,0.0334601,1.62603,0.00505206,0.602869,3.22048,0.166598,0.169924,1.08359,0.391181,4.98249,0.0642793,0.744421,2.2079,1.53258,0.664547,0.124307,1.35797,0.891097,1.41554,0.135523,1.11386,0.207039,0.0634547,0.0882717,4.70091,0.402876,6.18069,3.77171,0.00486972,
1.15159,2.61103,0.475752,2.47524,1.02262,0.953417,0.751653,0.143861,0.914815,1.26719,4.52917,3.68112,2.4272,1.20582,2.78286,0.908307,0.655867,0.949718,1.87042,0.170645,1.32466,0.144089,0.63321,0.594613,2.16926,0.791022,0.771404,1.36002,1.86956,2.21089,1.61154,3.65619,0.734843,0.127731,2.93933,2.95474,2.51835,0.767741,0.0607855,1.45699,1.44091,2.90479,3.58735,0.692307,0.236176,1.21191,0.284097,0.769734,5.56658,0.275136,0.75589,3.0907,1.10184,0.655819,0.793131,1.61335,0.381553,0.966993,2.43126,8.21313,2.41144,0.784966,0.7514,0.168466,0.259244,0.714122,0.947537,0.572446,0.630362,6.83942,12.7842,0.449613,3.73647,0.00894911,0.456944,2.54543,0.357437,0.922547,1.19291,0.23404,3.60709,0.103504,0.263072,1.3863,1.42262,1.53842,1.62544,0.766812,0.226927,1.29984,0.126185,1.62262,1.49274,0.454532,0.0462635,3.23198,0.415981,3.11887,5.66363,0.0202237,
2.16471,1.83418,0.367276,0.802462,0.442522,0.905886,0.677242,1.92915,0.758849,1.3308,4.87561,2.55573,1.37663,1.7558,1.72952,2.58458,1.91222,0.489058,2.9901,0.0190758,0.821985,0.395182,0.568897,0.566124,2.02458,2.12438,0.533697,2.06455,0.322163,1.07972,0.165404,3.28783,0.127637,0.205668,3.63638,4.13982,2.28879,0.352516,0.0203242,1.1756,1.58016,0.488649,0.991646,2.78447,0.223313,0.0200161,0.261708,1.9947,1.74405,0.676697,0.905884,2.46542,1.48171,1.03434,0.409185,3.82919,1.80674,0.359556,5.24062,10.3739,1.82276,2.00997,1.01293,0.160091,0.22361,0.298119,1.71527,0.37844,1.03165,6.26665,9.34977,0.181441,3.50307,0.0832455,0.257064,4.12799,0.47571,0.128595,0.666196,1.18129,2.66511,1.36397,0.223272,0.805895,1.07271,1.83454,0.0237746,0.644841,1.94609,1.3858,0.15469,4.84302,2.2104,0.268055,0.0330365,0.993205,1.06355,3.78516,3.62894,0.503352,
